UDI,Asset ID,Asset Name,Make / Model,Equipment Class,Criticality Tier,Location,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1807,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H31220,H,298.0,307.6,1593,32.2,118,0,0,0,0,0,0
1808,GEN-01,Standby Generator,Cummins C1100 D5,Fixed - power,L,Primary Crushing Circuit,L48987,L,298.0,307.6,1654,28.9,123,0,0,0,0,0,0
1809,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L48988,L,298.1,307.7,2567,12.8,125,1,0,0,1,0,0
1810,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L48989,L,298.1,307.7,1767,27.0,127,0,0,0,0,0,0
1811,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L48990,L,298.1,307.6,1364,53.8,129,0,0,0,0,0,0
1812,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M16671,M,298.1,307.8,1569,31.2,131,0,0,0,0,0,0
1813,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L48992,L,298.2,307.8,1476,36.8,134,0,0,0,0,0,0
1814,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L48993,L,298.1,307.7,1479,45.0,136,0,0,0,0,0,0
1815,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L48994,L,298.1,307.7,1650,34.1,138,0,0,0,0,0,0
1816,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M16675,M,298.1,307.6,1565,36.3,140,0,0,0,0,0,0
1817,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L48996,L,298.1,307.6,1460,46.5,143,0,0,0,0,0,0
1818,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L48997,L,298.1,307.7,1664,27.6,145,0,0,0,0,0,0
1819,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M16678,M,298.1,307.7,1435,40.9,147,0,0,0,0,0,0
1820,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M16679,M,298.1,307.6,2066,19.2,150,0,0,0,0,0,0
1821,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L49000,L,298.1,307.5,1493,43.7,153,0,0,0,0,0,0
1822,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L49001,L,298.1,307.6,1354,43.3,155,0,0,0,0,0,0
1823,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L49002,L,298.1,307.6,1488,39.4,157,0,0,0,0,0,0
1824,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L49003,L,298.1,307.7,1414,48.7,159,0,0,0,0,0,0
1825,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L49004,L,298.1,307.5,1391,57.4,161,0,0,0,0,0,0
1826,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M16685,M,298.0,307.5,1784,27.8,163,0,0,0,0,0,0
1827,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H31240,H,297.8,307.3,1516,40.1,166,0,0,0,0,0,0
1828,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M16687,M,297.9,307.3,1420,47.8,171,0,0,0,0,0,0
1829,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L49008,L,297.8,307.2,1351,56.3,174,0,0,0,0,0,0
1830,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L49009,L,297.8,307.2,1880,23.0,176,0,0,0,0,0,0
1831,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L49010,L,297.8,307.3,1859,24.0,178,0,0,0,0,0,0
1832,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M16691,M,297.8,307.3,1315,54.0,180,0,0,0,0,0,0
1833,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M16692,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0
1834,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L49013,L,297.8,307.3,1327,61.0,186,1,0,0,0,1,0
1835,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L49014,L,297.8,307.2,1498,38.1,188,0,0,0,0,0,0
1836,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H31249,H,297.8,307.3,1555,35.8,190,0,0,0,0,0,0
1837,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L49016,L,297.7,307.2,1518,35.8,195,0,0,0,0,0,0
1838,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L49017,L,297.7,307.2,1392,43.0,197,0,0,0,0,0,0
1839,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M16698,M,297.8,307.2,1456,39.6,199,0,0,0,0,0,0
1840,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L49019,L,297.7,307.1,1715,30.2,0,0,0,0,0,0,0
1841,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M16700,M,297.7,307.2,1405,43.7,2,0,0,0,0,0,0
1842,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L49021,L,297.7,307.2,1668,37.8,5,0,0,0,0,0,0
1843,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H31256,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0
1844,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L49023,L,297.6,307.1,1496,39.2,12,0,0,0,0,0,0
1845,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M16704,M,297.6,307.1,1471,44.9,14,0,0,0,0,0,0
1846,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L49025,L,297.7,307.2,1444,40.0,17,0,0,0,0,0,0
1847,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H31260,H,297.7,307.3,1514,38.6,19,0,0,0,0,0,0
1848,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L49027,L,297.8,307.3,1412,50.7,24,0,0,0,0,0,0
1849,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H31262,H,297.7,307.2,1429,44.1,26,0,0,0,0,0,0
1850,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L49029,L,297.7,307.2,1668,32.7,31,0,0,0,0,0,0
1851,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M16710,M,297.7,307.2,1372,52.8,33,0,0,0,0,0,0
1852,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M16711,M,297.7,307.3,1365,49.2,36,0,0,0,0,0,0
1853,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M16712,M,297.6,307.1,1526,39.1,39,0,0,0,0,0,0
1854,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L49033,L,297.6,307.2,1486,40.6,42,0,0,0,0,0,0
1855,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M16714,M,297.6,307.2,1470,42.6,44,0,0,0,0,0,0
1856,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H31269,H,297.7,307.3,1249,62.8,47,0,0,0,0,0,0
1857,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M16716,M,297.8,307.4,1752,26.1,52,0,0,0,0,0,0
1858,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L49037,L,297.7,307.4,1643,36.5,55,0,0,0,0,0,0
1859,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M16718,M,297.8,307.4,1488,36.1,57,0,0,0,0,0,0
1860,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L49039,L,297.8,307.4,1355,45.8,60,0,0,0,0,0,0
1861,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L49040,L,297.8,307.6,1607,30.3,62,0,0,0,0,0,0
1862,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M16721,M,297.9,307.6,1609,30.3,64,0,0,0,0,0,0
1863,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L49042,L,297.9,307.7,1517,44.4,67,0,0,0,0,0,0
1864,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M16723,M,297.9,307.7,1517,39.5,69,0,0,0,0,0,0
1865,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L49044,L,297.9,307.7,1546,37.6,72,0,0,0,0,0,0
1866,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L49045,L,297.9,307.7,1567,34.7,74,0,0,0,0,0,0
1867,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M16726,M,298.1,307.9,1662,28.9,76,0,0,0,0,0,0
1868,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L49047,L,298.1,307.9,1502,41.8,79,0,0,0,0,0,0
1869,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L49048,L,298.3,308.0,1361,56.9,81,0,0,0,0,0,0
1870,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M16729,M,298.3,308.1,1630,32.7,83,0,0,0,0,0,0
1871,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L49050,L,298.3,308.0,1486,42.3,86,0,0,0,0,0,0
1872,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L49051,L,298.3,308.1,1840,21.5,88,0,0,0,0,0,0
1873,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L49052,L,298.3,308.1,1326,58.4,90,0,0,0,0,0,0
1874,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0
1875,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L49054,L,298.4,308.1,1598,32.7,94,0,0,0,0,0,0
1876,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L49055,L,298.3,308.0,1363,50.1,96,0,0,0,0,0,0
1877,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L49056,L,298.3,308.0,1242,62.0,98,0,0,0,0,0,0
1878,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M16737,M,298.2,307.8,1566,33.8,100,0,0,0,0,0,0
1879,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M16738,M,298.1,307.7,1424,47.7,103,0,0,0,0,0,0
1880,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M16739,M,298.2,307.7,1608,33.8,106,0,0,0,0,0,0
1881,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L49060,L,298.1,307.7,1705,29.1,109,0,0,0,0,0,0
1882,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L49061,L,298.0,307.6,1548,45.8,111,0,0,0,0,0,0
1883,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M16742,M,298.0,307.6,1581,43.4,113,0,0,0,0,0,0
1884,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M16743,M,298.0,307.6,1472,46.7,116,0,0,0,0,0,0
1885,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M16744,M,298.0,307.6,1792,26.0,119,0,0,0,0,0,0
1886,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L49065,L,298.0,307.6,1683,32.8,122,0,0,0,0,0,0
1887,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L49066,L,297.9,307.6,1503,40.7,124,0,0,0,0,0,0
1888,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M16747,M,297.9,307.5,1642,32.4,126,0,0,0,0,0,0
1889,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M16748,M,297.8,307.4,1902,24.3,129,0,0,0,0,0,0
1890,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H31303,H,297.7,307.4,1432,40.2,132,0,0,0,0,0,0
1891,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L49070,L,297.8,307.4,1512,40.8,137,0,0,0,0,0,0
1892,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L49071,L,297.7,307.4,1764,29.0,139,0,0,0,0,0,0
1893,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M16752,M,297.8,307.4,1438,43.6,141,0,0,0,0,0,0
1894,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L49073,L,297.8,307.5,1631,29.9,144,0,0,0,0,0,0
1895,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H31308,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,0
1896,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L49075,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0
1897,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L49076,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0
1898,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L49077,L,297.8,307.4,1418,41.2,155,0,0,0,0,0,0
1899,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L49078,L,297.8,307.5,1372,54.1,157,0,0,0,0,0,0
1900,GEN-01,Standby Generator,Cummins C1100 D5,Fixed - power,L,Primary Crushing Circuit,L49079,L,297.8,307.5,1388,40.0,159,0,0,0,0,0,0
1901,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H31314,H,297.9,307.6,1493,36.0,161,0,0,0,0,0,0
1902,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M16761,M,297.9,307.6,1505,40.1,166,0,0,0,0,0,0
1903,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L49082,L,298.0,307.6,1694,29.1,169,0,0,0,0,0,0
1904,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0
1905,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M16764,M,298.0,307.6,1569,35.6,173,0,0,0,0,0,0
1906,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L49085,L,297.9,307.6,1687,29.1,176,0,0,0,0,0,0
1907,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L49086,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0
1908,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0
1909,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L49088,L,297.9,307.6,1977,20.2,182,0,0,0,0,0,0
1910,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L49089,L,298.0,307.7,1435,45.6,184,0,0,0,0,0,0
1911,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H31324,H,298.0,307.7,1547,36.8,186,0,0,0,0,0,0
1912,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M16771,M,298.1,307.8,1316,57.2,191,0,0,0,0,0,0
1913,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M16772,M,298.0,307.7,1621,34.9,194,0,0,0,0,0,0
1914,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M16773,M,298.0,307.8,1492,40.2,197,0,0,0,0,0,0
1915,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L49094,L,298.0,307.7,1643,32.3,200,0,0,0,0,0,0
1916,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L49095,L,298.0,307.7,1492,38.7,202,0,0,0,0,0,0
1917,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L49096,L,298.0,307.7,1387,50.8,204,0,0,0,0,0,0
1918,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0
1919,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M16778,M,298.1,307.9,1496,40.0,0,0,0,0,0,0,0
1920,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L49099,L,298.2,308.0,1658,30.0,3,0,0,0,0,0,0
1921,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0
1922,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L49101,L,298.1,307.9,1665,32.0,7,0,0,0,0,0,0
1923,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L49102,L,298.0,307.8,1716,26.6,9,0,0,0,0,0,0
1924,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L49103,L,298.0,307.7,1529,34.1,11,0,0,0,0,0,0
1925,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L49104,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0
1926,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0
1927,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L49106,L,298.0,307.7,1606,30.8,17,0,0,0,0,0,0
1928,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H31341,H,298.0,307.8,1314,47.8,19,0,0,0,0,0,0
1929,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L49108,L,298.0,307.8,1623,29.9,24,0,0,0,0,0,0
1930,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M16789,M,298.0,307.8,1483,50.9,26,0,0,0,0,0,0
1931,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M16790,M,298.1,307.9,1569,37.0,29,0,0,0,0,0,0
1932,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M16791,M,298.2,308.0,1969,21.7,32,0,0,0,0,0,0
1933,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M16792,M,298.1,308.0,1686,29.3,35,0,0,0,0,0,0
1934,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L49113,L,298.1,308.0,1638,35.1,38,0,0,0,0,0,0
1935,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L49114,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0
1936,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0
1937,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M16796,M,298.1,308.0,2129,18.4,45,0,0,0,0,0,0
1938,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L49117,L,298.2,308.0,1411,42.4,48,0,0,0,0,0,0
1939,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0
1940,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0
1941,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L49120,L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0
1942,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L49121,L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0
1943,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L49122,L,298.1,308.0,1456,42.4,59,0,0,0,0,0,0
1944,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L49123,L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0
1945,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0
1946,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0
1947,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L49126,L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0
1948,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L49127,L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0
1949,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L49128,L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0
1950,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M16809,M,298.1,308.0,1543,41.9,73,0,0,0,0,0,0
1951,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M16810,M,298.0,307.9,1479,47.6,76,0,0,0,0,0,0
1952,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L49131,L,298.0,307.8,1839,22.7,79,0,0,0,0,0,0
1953,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L49132,L,298.0,307.8,1266,60.5,81,0,0,0,0,0,0
1954,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L49133,L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0
1955,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L49134,L,297.9,307.8,1459,46.9,85,0,0,0,0,0,0
1956,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L49135,L,297.9,307.7,1308,55.2,87,0,0,0,0,0,0
1957,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M16816,M,297.9,307.7,1364,46.8,89,0,0,0,0,0,0
1958,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H31371,H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0
1959,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H31372,H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0
1960,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0
1961,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0
1962,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L49141,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0
1963,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L49142,L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0
1964,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L49143,L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0
1965,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0
1966,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L49145,L,297.8,307.5,1581,33.1,116,0,0,0,0,0,0
1967,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L49146,L,297.9,307.6,1515,40.5,118,0,0,0,0,0,0
